id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
1937,A00153,"Callow, William",artist,79,"Old Palais de Justice, Malines",1850,Graphite on paper,Purchased 1912,1850.0,1912,support: 264 x 365 mm,264.0,365.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00153_8.jpg,http://www.tate.org.uk/art/artworks/callow-old-palais-de-justice-malines-a00153
1938,A00154,"Callow, William",artist,79,"St Michael and Belfry, Ghent",1844,Graphite on paper,Purchased 1912,1844.0,1912,support: 254 x 362 mm,254.0,362.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00154_8.jpg,http://www.tate.org.uk/art/artworks/callow-st-michael-and-belfry-ghent-a00154
1939,A00155,"Callow, William",artist,79,Botzen,1846,Graphite on paper,Purchased 1912,1846.0,1912,support: 264 x 365 mm,264.0,365.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00155_8.jpg,http://www.tate.org.uk/art/artworks/callow-botzen-a00155
1940,A00156,"Callow, William",artist,79,Innsbruck,1846,Graphite on paper,Purchased 1912,1846.0,1912,support: 264 x 365 mm,264.0,365.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00156_8.jpg,http://www.tate.org.uk/art/artworks/callow-innsbruck-a00156
1944,A00157,"Calvert, Edward",artist,81,The Bride,1828,Line engraving on paper,Presented by S. Calvert 1912,1828.0,1912,image: 76 x 127 mm,76.0,127.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00157_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-bride-a00157
1945,A00158,"Calvert, Edward",artist,81,The Sheep of his Pasture,c.1828,Line engraving on paper,Presented by S. Calvert 1912,1828.0,1912,image: 41 x 76 mm,41.0,76.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00158_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-sheep-of-his-pasture-a00158
1946,A00159,"Calvert, Edward",artist,81,The Ploughman,1827,Wood engraving on paper,Presented by S. Calvert 1912,1827.0,1912,image: 83 x 130 mm,83.0,130.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00159_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-ploughman-a00159
1947,A00160,"Calvert, Edward",artist,81,The Brook,1829,Wood engraving on paper,Presented by S. Calvert 1912,1829.0,1912,image: 51 x 89 mm,51.0,89.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00160_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-brook-a00160
1948,A00161,"Calvert, Edward",artist,81,The Chamber Idyll,1831,Wood engraving on paper,Presented by S. Calvert 1912,1831.0,1912,image: 41 x 76 mm,41.0,76.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00161_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-chamber-idyll-a00161
1949,A00162,"Calvert, Edward",artist,81,The Cyder Feast,1828,Wood engraving on paper,Presented by S. Calvert 1912,1828.0,1912,image: 76 x 127 mm,76.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00162_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-cyder-feast-a00162
1950,A00163,"Calvert, Edward",artist,81,The Lady and the Rooks,1829,Wood engraving on paper,Presented by S. Calvert 1912,1829.0,1912,image: 41 x 76 mm,41.0,76.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00163_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-lady-and-the-rooks-a00163
1951,A00164,"Calvert, Edward",artist,81,The Return Home,1830,Wood engraving on paper,Presented by S. Calvert 1912,1830.0,1912,image: 41 x 76 mm,41.0,76.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00164_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-return-home-a00164
1952,A00165,"Calvert, Edward",artist,81,"The Bacchante, engraved by Welby Sherman",c.1825,Wood engraving on paper,Presented by S. Calvert 1912,1825.0,1912,image: 89 x 51 mm,89.0,51.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00165_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-bacchante-engraved-by-welby-sherman-a00165
1953,A00166,"Calvert, Edward",artist,81,The Flood,1829,Lithograph on paper,Presented by S. Calvert 1912,1829.0,1912,image: 41 x 76 mm,41.0,76.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00166_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-flood-a00166
1954,A00167,"Calvert, Edward",artist,81,Ideal Pastoral Life,1829,Lithograph on paper,Presented by S. Calvert 1912,1829.0,1912,image: 41 x 76 mm,41.0,76.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/A/A00/A00167_8.jpg,http://www.tate.org.uk/art/artworks/calvert-ideal-pastoral-life-a00167
2838,A00168,"Cox, David",artist,117,Windmill. Verso: Foliage (?),date not known,Watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 102 x 178 mm,102.0,178.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00168_8.jpg,http://www.tate.org.uk/art/artworks/cox-windmill-verso-foliage-a00168
2858,A00169,"Cox, David",artist,117,Horse and Barge. Verso: tracing of horse from recto,date not known,Watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 102 x 140 mm,102.0,140.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00169_8.jpg,http://www.tate.org.uk/art/artworks/cox-horse-and-barge-verso-tracing-of-horse-from-recto-a00169
2839,A00170,"Cox, David",artist,117,Horse’s Head,date not known,Watercolour and graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 149 x 83 mm,149.0,83.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00170_8.jpg,http://www.tate.org.uk/art/artworks/cox-horses-head-a00170
2840,A00171,"Cox, David",artist,117,Head and Shoulders of a Horse,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 152 x 73 mm,152.0,73.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00171_8.jpg,http://www.tate.org.uk/art/artworks/cox-head-and-shoulders-of-a-horse-a00171
2841,A00172,"Cox, David",artist,117,Two Naval Pensioners with Shipping Behind,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 124 x 79 mm,124.0,79.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00172_8.jpg,http://www.tate.org.uk/art/artworks/cox-two-naval-pensioners-with-shipping-behind-a00172
2842,A00173,"Cox, David",artist,117,Seated Naval Pensioner. Verso: indecipherable sketch,date not known,Watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 83 x 67 mm,83.0,67.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00173_8.jpg,http://www.tate.org.uk/art/artworks/cox-seated-naval-pensioner-verso-indecipherable-sketch-a00173
2843,A00174,"Cox, David",artist,117,Two Naval Pensioners. Verso: traces of pencil drawing,date not known,Watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 83 x 79 mm,83.0,79.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00174_8.jpg,http://www.tate.org.uk/art/artworks/cox-two-naval-pensioners-verso-traces-of-pencil-drawing-a00174
2844,A00175,"Cox, David",artist,117,Naval Pensioner,date not known,Watercolour and graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 86 x 48 mm,86.0,48.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00175_8.jpg,http://www.tate.org.uk/art/artworks/cox-naval-pensioner-a00175
2845,A00176,"Cox, David",artist,117,Bridge and Castle,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 76 x 114 mm,76.0,114.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00176_8.jpg,http://www.tate.org.uk/art/artworks/cox-bridge-and-castle-a00176
2846,A00177,"Cox, David",artist,117,Caernarvon Castle,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 86 x 222 mm,86.0,222.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00177_8.jpg,http://www.tate.org.uk/art/artworks/cox-caernarvon-castle-a00177
2847,A00178,"Cox, David",artist,117,Landscape,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 105 x 143 mm,105.0,143.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00178_8.jpg,http://www.tate.org.uk/art/artworks/cox-landscape-a00178
2848,A00179,"Cox, David",artist,117,Landscape with Flock of Sheep,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 108 x 162 mm,108.0,162.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00179_8.jpg,http://www.tate.org.uk/art/artworks/cox-landscape-with-flock-of-sheep-a00179
2849,A00180,"Cox, David",artist,117,Open Landscape,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 137 x 184 mm,137.0,184.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00180_8.jpg,http://www.tate.org.uk/art/artworks/cox-open-landscape-a00180
2850,A00181,"Cox, David",artist,117,A Bridge,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 102 x 152 mm,102.0,152.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00181_8.jpg,http://www.tate.org.uk/art/artworks/cox-a-bridge-a00181
2851,A00182,"Cox, David",artist,117,Landscape with Windmill and Man Ploughing,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 105 x 165 mm,105.0,165.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00182_8.jpg,http://www.tate.org.uk/art/artworks/cox-landscape-with-windmill-and-man-ploughing-a00182
2852,A00183,"Cox, David",artist,117,Landscape with Windmill,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 108 x 156 mm,108.0,156.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00183_8.jpg,http://www.tate.org.uk/art/artworks/cox-landscape-with-windmill-a00183
2853,A00184,"Cox, David",artist,117,Landscape,date not known,Watercolour and graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 63 x 92 mm,63.0,92.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00184_8.jpg,http://www.tate.org.uk/art/artworks/cox-landscape-a00184
2854,A00185,"Cox, David",artist,117,Sketch for ‘Crossing Lancaster Sands’,date not known,Ink and watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 63 x 95 mm,63.0,95.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00185_8.jpg,http://www.tate.org.uk/art/artworks/cox-sketch-for-crossing-lancaster-sands-a00185
2855,A00186,"Cox, David",artist,117,Costume Study: Peasant Woman,date not known,Watercolour and graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 133 x 54 mm,133.0,54.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00186_8.jpg,http://www.tate.org.uk/art/artworks/cox-costume-study-peasant-woman-a00186
2856,A00187,"Cox, David",artist,117,Costume Study: Woman with Umbrella. Verso: erased figure study,date not known,Watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 194 x 137 mm,194.0,137.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00187_8.jpg,http://www.tate.org.uk/art/artworks/cox-costume-study-woman-with-umbrella-verso-erased-figure-study-a00187
2857,A00188,"Cox, David",artist,117,Studies of Farm Hands and a Coat on a Fence. Verso: tracing of farm boy from recto,date not known,Watercolour on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 98 x 190 mm,98.0,190.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00188_8.jpg,http://www.tate.org.uk/art/artworks/cox-studies-of-farm-hands-and-a-coat-on-a-fence-verso-tracing-of-farm-boy-from-recto-a00188
16588,A00189,"Cox, David",artist,117,Four Figure Studies. Verso: Landscape with Water,date not known,Watercolour and graphite on paper. Verso: graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 146 x 171 mm,146.0,171.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00189_8.jpg,http://www.tate.org.uk/art/artworks/cox-four-figure-studies-verso-landscape-with-water-a00189
4887,A00190,"Gainsborough, Thomas",artist,199,Wooded Landscape with Three Cows at a Pool,"c.1785–8, reprinted 1797",Aquatint on paper,Presented by A.E. Anderson 1910,1785.0,1910,image: 279 x 346 mm,279.0,346.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00190_8.jpg,http://www.tate.org.uk/art/artworks/gainsborough-wooded-landscape-with-three-cows-at-a-pool-a00190
21070,A00191,"Haydon, Benjamin Robert",artist,243,Study for ‘The Judgement of Solomon’. Verso: Study of a Head,c.1812–4,Crayon and chalk on paper,Presented by Charles Newton-Robinson 1909,1812.0,1909,support: 273 x 203 mm,273.0,203.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00191_8.jpg,http://www.tate.org.uk/art/artworks/haydon-study-for-the-judgement-of-solomon-verso-study-of-a-head-a00191
5888,A00192,"Haydon, Benjamin Robert",artist,243,Sir George Beaumont,1814,Ink on paper,Presented by Charles Newton-Robinson 1909,1814.0,1909,support: 121 x 98 mm,121.0,98.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00192_8.jpg,http://www.tate.org.uk/art/artworks/haydon-sir-george-beaumont-a00192
6441,A00193,"Hills, Robert",artist,260,Study of Cows,date not known,Graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 235 x 152 mm,235.0,152.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00193_8.jpg,http://www.tate.org.uk/art/artworks/hills-study-of-cows-a00193
6442,A00194,"Hills, Robert",artist,260,Sheep on the Road,date not known,Watercolour and graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 190 x 251 mm,190.0,251.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00194_8.jpg,http://www.tate.org.uk/art/artworks/hills-sheep-on-the-road-a00194
6443,A00195,"Hills, Robert",artist,260,Cows in a Landscape,date not known,Watercolour on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 117 x 165 mm,117.0,165.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00195_8.jpg,http://www.tate.org.uk/art/artworks/hills-cows-in-a-landscape-a00195
6444,A00196,"Hills, Robert",artist,260,Study of a Horse,date not known,Graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 216 x 270 mm,216.0,270.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00196_8.jpg,http://www.tate.org.uk/art/artworks/hills-study-of-a-horse-a00196
6722,A00197,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by H. Reitlinger 1922,,1922,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00197_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00197
6723,A00198,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by H. Reitlinger 1922,,1922,,,,,,,,,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00198
6724,A00199,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by H. Reitlinger 1922,,1922,,,,,,,,,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00199
6725,A00200,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by H. Reitlinger 1922,,1922,,,,,,,,,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00200
6726,A00201,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00201_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00201
6727,A00202,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper. Verso: graphite and watercolour on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00202_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00202
6728,A00203,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00203_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00203
6729,A00204,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00204_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00204
6730,A00205,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper. Verso: watercolour on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00205_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00205
6731,A00206,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00206_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00206
6732,A00207,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00207_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00207
6733,A00208,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00208_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00208
6734,A00209,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00209_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00209
6735,A00210,"Houghton, Arthur Boyd",artist,278,[title not known],date not known,Graphite on paper,Presented by Mrs E.C. Davis 1926,,1926,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00210_8.jpg,http://www.tate.org.uk/art/artworks/houghton-title-not-known-a00210
6948,A00211,"Hughes, Arthur",artist,283,Old Sal for ‘At the Back of the North Wind’,c.1869,Ink on paper,Presented by H. Reitlinger 1926,1869.0,1926,support: 79 x 60 mm,79.0,60.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00211_8.jpg,http://www.tate.org.uk/art/artworks/hughes-old-sal-for-at-the-back-of-the-north-wind-a00211
6949,A00212,"Hughes, Arthur",artist,283,The Drunken Cabman for ‘At the Back of the North Wind’,c.1870,Ink and graphite on paper,Presented by H. Reitlinger 1926,1870.0,1926,support: 79 x 60 mm,79.0,60.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00212_8.jpg,http://www.tate.org.uk/art/artworks/hughes-the-drunken-cabman-for-at-the-back-of-the-north-wind-a00212
6950,A00213,"Hughes, Arthur",artist,283,The Wicked Fairy for ‘At the Back of the North Wind’,c.1870,Ink and graphite on paper,Presented by H. Reitlinger 1926,1870.0,1926,support: 79 x 60 mm,79.0,60.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00213_8.jpg,http://www.tate.org.uk/art/artworks/hughes-the-wicked-fairy-for-at-the-back-of-the-north-wind-a00213
6973,A00217,"Hunt, William Henry",artist,286,Landscape Sketch,date not known,Graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 79 x 127 mm,79.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00217_8.jpg,http://www.tate.org.uk/art/artworks/hunt-landscape-sketch-a00217
6974,A00218,"Hunt, William Henry",artist,286,Landscape Sketch,date not known,Graphite on paper,Bequeathed by J.R. Holliday 1927,,1927,support: 79 x 127 mm,79.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00218_8.jpg,http://www.tate.org.uk/art/artworks/hunt-landscape-sketch-a00218
7249,A00219,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00219_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00219
7250,A00220,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00220_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00220
7251,A00221,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00221_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00221
7252,A00222,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00222_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00222
7253,A00223,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00223_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00223
7254,A00224,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00224_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00224
7255,A00225,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00225_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00225
7256,A00226,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00226_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00226
7257,A00227,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00227_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00227
7258,A00228,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00228_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00228
7259,A00229,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00229_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00229
7260,A00230,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00230_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00230
7261,A00231,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00231_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00231
7262,A00232,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00232_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00232
7263,A00233,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00233_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00233
7264,A00234,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00234_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00234
7265,A00235,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00235_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00235
7266,A00236,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00236_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00236
7267,A00237,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00237_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00237
7268,A00238,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00238_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00238
7269,A00239,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00239_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00239
7270,A00240,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00240_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00240
7271,A00241,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00241_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00241
7272,A00242,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00242_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00242
7273,A00243,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00243_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00243
7274,A00244,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00244_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00244
7275,A00245,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00245_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00245
7276,A00246,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00246_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00246
7277,A00247,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00247_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00247
