id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
7500,A00470,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00470_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00470
7501,A00471,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00471_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00471
7502,A00472,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00472_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00472
7503,A00473,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00473_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00473
7504,A00474,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00474_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00474
7505,A00475,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00475_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00475
7506,A00476,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00476_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00476
7507,A00477,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00477_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00477
7508,A00478,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00478_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00478
7509,A00479,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00479_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00479
7510,A00480,"Jones, George",artist,300,[title not known],date not known,Graphite and ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00480_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00480
7511,A00481,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00481_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00481
7512,A00482,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00482_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00482
7513,A00483,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00483_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00483
7514,A00484,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00484_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00484
7515,A00485,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00485_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00485
7516,A00486,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00486_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00486
7517,A00487,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00487_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00487
7518,A00488,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00488_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00488
7519,A00489,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00489_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00489
7520,A00490,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00490_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00490
7521,A00491,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00491_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00491
7522,A00492,"Jones, George",artist,300,[title not known],date not known,"Graphite, ink and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00492_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00492
7523,A00493,"Jones, George",artist,300,[title not known],date not known,Graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00493_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00493
7524,A00494,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00494_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00494
7525,A00495,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00495_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00495
7526,A00496,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00496_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00496
7527,A00497,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00497_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00497
7528,A00498,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00498_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00498
7529,A00499,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00499_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00499
7530,A00500,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00500_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00500
7531,A00501,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00501_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00501
7532,A00502,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00502_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00502
7533,A00503,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00503_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00503
